Team,Player,Tm,Pos,Original Pts,10/22 Season,11/22 Season,12/27 Season,2/7 Season,3/15 Season,4/18 Season,5/26 Season,8/15 Season,12/24 Season,4/2 Season,12/23 Season,4/1 Season,7/3 Season,2/28 Season,8/18 Season,2/28/25 Season,8/4/25 Season,Upcoming Season,ASG
,Hideki Irabu,MON,SP,320,290,270,260,250,240,230,220,210,200,200,190,180,170,160,150,140,130,120,0
,Ramiro Mendoza,NYY,RP,290,260,240,230,220,210,200,190,180,170,160,150,150,140,130,120,120,130,120,0
,Scott Strickland,MON,RP,220,190,200,210,220,200,190,180,180,190,200,190,180,170,160,150,140,130,120,0
,Adrian Beltre,LAD,3B,280,250,230,220,230,240,220,210,200,190,180,170,160,150,140,130,130,120,110,4
,Esteban Loaiza,TOR,SP,320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,2
,Tony Batista,TOR,3B,290,260,270,250,240,230,220,210,200,190,180,170,170,160,150,140,130,120,110,2
,Jamie Moyer,SEA,SP,320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,1
,Damion Easley,DET,2B,280,260,270,250,240,230,220,210,200,190,180,180,170,160,150,140,130,120,110,1
,Erubiel Durazo,ARI,"1B,LFRF",320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,0
,Kirk Rueter,SFG,SP,320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,0
,Mac Suzuki,KCR,SP,320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,0
,Tomokazu Ohka,BOS,SP,320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,0
,Trenidad Hubbard,BAL,DH,320,290,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,0
,Frank Catalanotto,TEX,"1B,2B",300,270,250,240,250,230,220,210,200,190,180,170,160,160,150,140,130,120,110,0
,Mark Grace (ARI),ARI,1B,300,270,250,240,250,230,220,210,200,190,180,170,160,160,150,140,130,120,110,0
,Jose Santiago,KCR,RP,290,260,240,230,220,210,200,190,180,170,160,150,140,140,150,140,130,120,110,0
,Rusty Greer,TEX,LFRF,270,250,230,220,210,200,190,180,180,190,180,170,160,160,150,140,130,120,110,0
NY,Jim Thome,CLE,1B,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,110,5
,Tony Gwynn,SDP,LFRF,260,250,230,220,210,200,190,180,170,160,150,150,160,150,140,130,120,110,100,15
,Kenny Lofton,CLE,"CF,LFRF",290,260,240,230,220,210,220,210,200,190,180,170,160,150,140,130,120,110,100,6
,Greg Vaughn,TBD,LFRF,300,270,250,240,230,220,210,200,190,180,170,160,150,140,130,120,120,110,100,4
,Richie Sexson,MIL,"1B,LFRF",300,270,250,240,230,220,210,200,200,190,180,170,160,150,140,130,120,110,100,2
,Shawn Green,LAD,LFRF,280,260,240,230,220,210,200,190,190,180,170,160,150,140,130,120,120,110,100,2
,Jay Buhner,SEA,LFRF,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,1
,Kevin Appier (OAK),OAK,SP,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,1
,Fernando Vina,STL,2B,240,260,240,230,220,210,200,190,180,180,170,160,150,140,140,130,120,110,100,1
,Armando Reynoso,ARI,SP,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,0
,Brian Anderson,ARI,SP,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,0
,Jose Mercedes,BAL,SP,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,0
,Kevin Tapani,CHC,SP,310,280,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,0
,David Segui (BAL),BAL,1B,300,270,250,240,230,220,210,200,190,180,170,160,150,140,140,130,120,110,100,0
BOS,Kevin Walker,SDP,RP,220,200,180,170,160,150,140,130,120,120,130,140,130,120,110,100,90,90,100,0
,Andres Galarraga (ATL),ATL,1B,300,270,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,5
,Mike Lowell,FLA,3B,280,250,230,220,210,200,190,180,170,160,150,140,130,130,120,120,110,100,90,4
,Omar Vizquel,CLE,SS,250,220,200,190,180,170,180,170,160,160,170,160,150,140,130,120,110,100,90,3
,Rafael Furcal,ATL,SS,250,220,200,190,180,190,170,170,180,170,170,160,150,140,130,120,110,100,90,3
,Derek Lowe,BOS,RP,250,220,200,190,180,170,160,150,150,160,170,160,150,140,130,120,110,100,90,2
,Jon Garland,CHW,SP,270,260,240,230,220,210,200,190,180,170,160,150,150,140,130,120,110,100,90,1
,Aaron Boone,CIN,3B,240,270,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,1
,Bruce Chen,PHI,SP,300,270,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,0
,Matt Clement,SDP,SP,300,270,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,0
,Fernando Tatis (STL),STL,3B,260,230,210,220,200,190,180,170,170,160,150,140,140,130,120,110,110,100,90,0
,Todd Pratt,NYM,C,230,200,180,170,160,150,160,150,140,130,120,120,110,100,100,90,90,100,90,0
DET,Greg Swindell,ARI,RP,210,180,190,170,160,150,140,130,120,110,110,100,90,90,100,110,100,90,90,1
BOS,Paul Wilson,TBD,SP,280,250,230,220,210,200,190,180,170,160,150,140,130,130,120,110,100,90,90,0
NYS,Pat Rapp,BAL,SP,240,210,190,180,170,160,150,140,130,120,110,100,100,90,80,70,70,80,90,0
AA,Matt Mantei,ARI,RP,170,150,130,120,110,120,130,120,110,100,90,80,80,70,60,60,70,80,90,0
,Juan Gonzalez (CLE),CLE,LFRF,290,260,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,3
,Hideo Nomo (DET),DET,SP,290,260,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,1
,Mitch Meluskey,HOU,C,290,260,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,0
,Orlando Hernandez,NYY,SP,290,260,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,0
,Greg Colbrunn,ARI,1B,270,240,220,210,200,190,180,170,160,150,150,140,130,120,110,110,100,90,80,0
,Billy Koch,TOR,RP,250,220,200,190,180,170,180,170,160,150,140,130,130,120,110,100,100,90,80,0
,Jacob Cruz,CLE,"CF,LFRF",250,220,200,190,180,170,180,190,180,170,160,150,140,130,120,110,100,90,80,0
,Mark Kotsay,FLA,LFRF,230,260,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,0
AA,Rich Garces,BOS,RP,220,190,170,180,160,150,140,130,120,110,100,90,80,70,70,80,70,70,80,0
,Miguel Tejada,OAK,SS,270,240,220,210,200,190,180,170,170,160,150,140,130,120,110,100,90,80,70,6
,Fred McGriff,TBD,1B,270,240,220,210,200,190,180,170,160,150,140,130,130,120,110,100,90,80,70,5
,Sean Casey,CIN,1B,280,250,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,3
,Mark Grace (CHC),CHC,1B,210,180,160,170,150,140,130,130,120,120,110,100,100,90,80,70,70,80,70,3
,Denny Neagle,NYY,SP,280,250,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,2
,John Olerud,SEA,1B,230,210,220,200,190,180,170,160,160,150,140,140,130,120,110,100,90,80,70,2
,Mark Redman,MIN,SP,280,250,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,1
,Raul Mondesi,TOR,LFRF,280,250,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,1
,Tony Clark,DET,1B,280,250,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,1
,Ben Grieve (OAK),OAK,LFRF,270,240,220,210,200,190,180,170,160,150,140,130,120,120,110,100,90,80,70,1
,Denny Hocking,MIN,"2B,CF,LFRF",260,230,210,220,200,210,190,180,170,160,150,140,130,120,110,100,90,80,70,0
,John Halama,SEA,SP,260,230,210,200,190,180,170,160,160,150,140,130,120,110,100,90,80,80,70,0
,Ricky Gutierrez,CHC,SS,230,210,190,180,170,160,150,140,140,130,120,110,100,100,110,100,90,80,70,0
AA,Gregg Zaun,KCR,C,250,220,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,70,0
,Ron Gant (ANA),ANA,LFRF,270,240,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,2
,Jason Isringhausen,OAK,RP,230,200,180,170,160,150,140,130,120,110,100,100,90,80,70,60,60,70,60,2
,Preston Wilson,FLA,"CF,LFRF",270,240,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,1
,Brad Fullmer,TOR,DH,270,240,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,0
,Darren Dreifort,LAD,SP,270,240,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,0
,Jose Cruz Jr.,TOR,"CF,LFRF",270,240,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,0
,Garrett Stephenson,STL,SP,260,240,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,0
,Herbert Perry,CHW,3B,240,210,190,180,170,160,150,140,130,130,140,130,120,110,100,90,80,70,60,0
,Steve Parris,CIN,SP,240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,60,70,60,0
,Tyler Houston,MIL,"3B,C",240,230,210,200,190,180,170,160,150,140,130,120,120,110,100,90,80,70,60,0
,Jeff Frye,COL,2B,190,180,160,150,140,130,140,130,120,110,100,90,80,70,70,60,60,70,60,0
,Juan Pierre,COL,"CF,LFRF",180,210,220,200,190,180,170,160,150,140,130,120,110,100,100,90,80,70,60,0
NYS,Steve Cox,TBD,"1B,LFRF",260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,60,0
NY,David Ortiz,MIN,DH,180,150,130,120,110,120,100,90,90,80,70,70,60,50,50,40,40,50,60,10
NY,Kelly Wunsch,CHW,RP,230,200,180,170,160,150,140,130,120,110,100,90,90,80,70,60,50,50,60,0
,Paul Konerko,CHW,1B,250,220,200,190,180,170,160,150,140,130,130,120,110,100,90,80,70,60,50,6
,Dante Bichette,BOS,LFRF,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,4
,Carlos Lee,CHW,LFRF,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,3
,Mo Vaughn,ANA,1B,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,3
,Derrek Lee,FLA,1B,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,2
,Dean Palmer,DET,3B,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,1
,Eric Milton,MIN,SP,250,220,200,190,180,170,160,150,140,130,120,110,100,90,90,80,70,60,50,1
,Eric Chavez,OAK,3B,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,0
,Jose Guillen,TBD,LFRF,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,0
,Mark Quinn,KCR,LFRF,260,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,0
,Damian Jackson,SDP,"2B,SS",250,220,200,190,180,170,160,150,140,130,120,110,110,100,90,80,70,60,50,0
,J.T. Snow,SFG,1B,250,220,200,190,180,170,160,150,140,130,120,110,100,100,90,80,70,60,50,0
,Scott Spiezio,ANA,DH,250,220,200,190,180,170,160,150,140,130,120,110,100,90,80,80,70,60,50,0
,Trot Nixon,BOS,LFRF,250,220,200,190,180,170,160,150,140,130,120,110,110,100,90,80,70,60,50,0
,Julio Lugo,HOU,"2B,SS",240,210,190,180,170,160,170,160,150,140,130,120,110,100,90,80,70,60,50,0
,Jimmy Haynes,MIL,SP,230,230,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,0
,Joe Randa,KCR,3B,230,200,180,170,160,150,160,150,140,130,120,110,100,90,80,70,60,60,50,0
,Olmedo Saenz,OAK,DH,220,220,200,190,180,170,160,150,140,130,120,110,100,90,90,80,70,60,50,0
,Octavio Dotel (SP),HOU,SP,200,170,150,140,150,130,120,110,110,100,100,90,80,70,60,60,70,60,50,0
,Rob Bell,CIN,SP,190,160,140,150,130,140,120,110,110,120,110,100,90,80,70,70,60,60,50,0
AA,Ben Grieve (TBD),TBD,LFRF,250,220,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,50,1
BOS,Adrian Brown,PIT,"CF,LFRF",230,200,180,170,160,150,160,150,140,130,120,110,100,90,80,70,60,50,50,0
,Javy Lopez,ATL,C,240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,60,50,40,3
,Jay Bell,ARI,2B,250,220,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,2
,Mark Mulder,OAK,SP,240,210,190,180,170,160,150,140,130,120,110,100,90,80,80,70,60,50,40,2
,Eric Davis,SFG,LFRF,220,190,170,160,150,140,130,120,110,100,100,110,100,90,80,70,60,50,40,2
,Melvin Mora (SS),BAL,SS,220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,50,60,50,40,2
,Darrin Fletcher,TOR,C,250,220,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,1
,Ramon Ortiz,ANA,SP,250,220,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,0
,Marvin Benard,SFG,"CF,LFRF",230,200,180,190,170,180,160,150,140,130,120,110,100,90,80,70,60,50,40,0
,Darryl Hamilton,NYM,"CF,LFRF",220,220,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,0
,Randy Velarde (TEX),TEX,2B,210,190,170,160,150,140,130,130,140,130,120,110,100,90,80,70,60,50,40,0
,Tom Goodwin,LAD,"CF,LFRF",210,180,190,170,180,160,150,150,140,130,120,110,100,90,80,70,60,50,40,0
,Bob Howry,CHW,RP,200,170,180,160,150,140,130,120,110,100,90,80,70,70,80,70,60,50,40,0
,Dave Magadan,SDP,"1B,3B",190,170,150,160,140,150,160,150,140,130,120,110,100,90,80,70,60,50,40,0
,Matt Kinney,MIN,SP,190,180,160,150,140,130,140,150,140,130,120,110,100,90,80,70,60,50,40,0
DET,Chris Holt (DET),DET,SP,240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,40,0
AA,Mike Fetters,LAD,RP,230,200,180,170,160,150,140,130,120,110,100,90,80,80,70,60,50,40,40,0
NY,Jim Mecir,OAK,RP,210,180,160,150,140,130,120,110,100,90,80,70,60,60,70,60,50,40,40,0
,Rickey Henderson,SEA,LFRF,170,150,130,120,110,100,90,80,70,60,50,40,30,30,40,50,40,40,30,10
,Albert Belle,BAL,LFRF,240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,5
,Chuck Knoblauch,NYY,2B,200,170,150,140,150,130,120,120,110,110,100,90,90,80,70,60,50,40,30,4
,Jeromy Burnitz,MIL,LFRF,240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,1
,Rondell White,CHC,LFRF,230,200,180,170,160,150,140,130,120,110,110,100,90,80,70,60,50,40,30,1
,Gabe Kapler,TEX,"CF,LFRF",240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,0
,Jeff Suppan,KCR,SP,240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,0
,Pat Burrell,PHI,"1B,LFRF",240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,0
,Russ Branyan,CLE,"3B,LFRF",240,210,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,0
,Neifi Perez,COL,SS,200,170,150,160,140,130,120,110,100,90,80,70,60,50,50,60,50,40,30,0
,Ben Petrick,COL,C,190,160,140,130,120,110,100,90,90,80,80,70,70,80,70,60,50,40,30,0
,Felix Rodriguez,SFG,RP,190,160,140,130,120,110,100,90,80,80,90,80,70,60,60,50,40,40,30,0
,LaTroy Hawkins,MIN,RP,180,150,130,120,110,100,90,80,70,60,60,50,40,30,20,20,30,40,30,0
,Jason Christiansen,STL,RP,160,130,110,100,90,80,70,60,50,50,60,70,60,50,50,60,50,40,30,0
NYS,Danny Graves,CIN,RP,200,170,150,140,130,120,110,100,90,80,70,60,60,70,60,50,40,30,30,2
NY,Mike Bordick (BAL),BAL,SS,230,200,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,30,1
NY,Hideo Nomo (BOS),BOS,SP,190,160,140,130,120,110,120,110,100,100,90,90,80,70,60,50,40,30,30,1
NYS,Dave Veres,STL,RP,190,160,140,130,120,110,100,90,80,70,60,60,70,60,50,50,40,30,30,0
NYS,Felix Heredia,CHC,RP,170,140,120,110,100,90,80,70,60,50,50,60,70,60,50,40,40,30,30,0
NYS,Melvin Mora (OF),BAL,"CF,LFRF",170,140,120,130,110,100,90,80,70,60,50,40,40,30,20,10,10,20,30,2
NY,Terry Adams,LAD,RP,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,20,30,0
DET,Paul O'Neill,NYY,LFRF,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,10,30,5
,Garret Anderson,ANA,"CF,LFRF",230,200,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,3
,Eric Gagne,LAD,SP,150,140,120,130,110,120,100,100,90,80,70,70,80,70,60,50,40,30,20,3
,Dmitri Young,CIN,LFRF,230,200,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,2
,Vicente Padilla,PHI,RP,190,160,140,130,120,110,100,90,80,70,60,50,40,30,30,20,20,30,20,1
,Felipe Crespo,SFG,LFRF,230,200,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,0
,Jimmy Anderson,PIT,SP,230,200,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,0
,Jose Ortiz,OAK,2B,230,200,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,0
,Steve Karsay,CLE,RP,190,160,140,130,120,110,100,90,80,70,60,50,40,30,30,20,20,30,20,0
,Eric Owens,SDP,"CF,LFRF",180,190,170,160,150,140,130,120,110,100,90,80,70,60,50,50,40,30,20,0
,Todd Walker,COL,2B,180,160,170,150,140,130,120,110,100,90,80,80,70,60,50,50,40,30,20,0
,Buddy Groom,BAL,RP,170,140,120,110,100,90,80,70,60,50,40,40,50,40,30,30,40,30,20,0
,Jose Paniagua,SEA,RP,160,130,110,100,90,80,70,70,80,70,60,60,70,60,60,50,40,30,20,0
,Kip Wells,CHW,SP,160,160,140,130,120,110,100,100,110,100,100,90,80,70,60,50,40,30,20,0
NY,Jeff Conine,BAL,"3B,LFRF",220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,20,2
AA,Dave Weathers,MIL,RP,180,150,130,120,110,100,90,80,70,60,60,50,40,30,20,20,30,20,20,0
DET,Billy McMillon,DET,DH,160,130,110,120,130,110,120,110,100,90,80,70,60,50,40,40,30,20,20,0
DET,Mark Loretta,MIL,SS,150,130,110,100,90,80,70,60,50,40,30,20,20,30,20,10,10,10,20,2
DET,Roberto Hernandez,TBD,RP,120,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,20,2
BOS,Mike Remlinger,ATL,RP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,40,30,20,10,20,1
NY,Ron Belliard,MIL,2B,190,160,140,130,120,110,100,90,80,70,70,60,50,40,30,30,20,10,20,1
BOS,Paul Shuey,CLE,RP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,40,30,20,10,20,0
NYS,Turk Wendell,NYM,RP,160,130,110,120,100,90,100,90,80,70,60,50,40,30,20,10,10,10,20,0
DET,Vladimir Nunez,FLA,RP,70,40,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,20,0
DET,Luis Matos,BAL,"CF,LFRF",60,50,60,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,20,0
,John Franco,NYM,RP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,30,20,20,10,4
,Jason Schmidt,PIT,SP,200,170,150,140,130,120,130,120,110,100,90,80,70,60,50,40,30,20,10,3
,Placido Polanco,STL,"2B,SS",220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,2
,Kerry Wood,CHC,SP,190,160,170,150,140,130,120,110,100,90,80,70,70,60,50,40,30,20,10,2
,B.J. Surhoff,ATL,LFRF,220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,1
,Mike Bordick (NYM),NYM,SS,220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,1
,Odalis Perez,ATL,SP,150,140,120,130,110,100,110,100,90,80,70,60,50,50,40,40,30,20,10,1
,Dustin Hermanson (MON),MON,SP,220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0
,Jay Payton,NYM,"CF,LFRF",220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0
,Robin Ventura,NYM,3B,220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0
,Ruben Mateo,TEX,"CF,LFRF",220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0
,Wade Miller,HOU,SP,220,190,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0
,Bill Spiers,HOU,"2B,3B,SS",210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,20,10,0
,Pokey Reese,CIN,2B,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,30,20,10,0
,Randy Keisler,NYY,SP,210,180,160,150,140,130,120,110,100,90,80,70,60,60,50,40,30,20,10,0
,Ray King,MIL,RP,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,30,20,10,0
,Dan Miceli,FLA,RP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,30,20,20,10,0
,Scott Hatteberg,BOS,C,180,150,130,120,110,100,110,100,90,80,70,60,50,40,40,30,30,20,10,0
,Rheal Cormier,BOS,RP,170,140,120,110,100,90,80,70,60,50,40,30,30,20,10,10,10,20,10,0
,Curtis Leskanic,MIL,RP,160,130,110,120,100,90,80,70,60,50,50,40,40,30,20,20,30,20,10,0
,Cal Ripken Jr.,BAL,3B,190,160,140,130,120,110,100,90,80,70,60,50,40,40,30,20,10,10,10,19
,Albert Pujols,STL,"3B,LFRF",100,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,11
,Alfonso Soriano,NYY,2B,110,80,60,50,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,7
,Billy Wagner,HOU,RP,160,160,140,130,120,110,100,90,80,70,60,60,50,40,30,20,10,10,10,6
,Bobby Bonilla,ATL,LFRF,140,110,90,80,70,60,50,40,30,20,20,30,20,10,10,10,10,10,10,6
,Sandy Alomar Jr. (CHW),CHW,C,130,100,80,70,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,6
,Sandy Alomar Jr. (CLE),CLE,C,120,90,70,80,90,70,60,50,40,30,30,20,10,10,10,10,10,10,10,6
,C.C. Sabathia,CLE,SP,10,40,50,60,70,50,60,50,40,40,30,30,20,10,10,10,10,10,10,6
,Torii Hunter,MIN,"CF,LFRF",160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,10,10,10,10,5
,Matt Williams,ARI,3B,120,90,70,80,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,5
,Troy Percival,ANA,RP,120,90,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,10,4
,Paul Lo Duca,LAD,C,100,70,50,60,40,30,20,10,10,10,10,10,10,10,10,10,10,10,10,4
,Juan Gonzalez (DET),DET,LFRF,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,10,10,3
,Jimmy Rollins,PHI,SS,170,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,10,10,10,3
,Jason Varitek,BOS,C,150,120,100,90,80,70,60,50,40,30,20,10,10,20,10,10,10,10,10,3
,Rick Aguilera,CHC,RP,130,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,3
,Aramis Ramirez,PIT,3B,100,70,50,40,30,40,20,20,10,10,10,10,10,10,10,10,10,10,10,3
,Vernon Wells,TOR,"CF,LFRF",100,70,50,40,50,30,20,20,10,10,20,10,10,10,10,10,10,10,10,3
,John Wetteland,TEX,RP,40,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
