Team,Player,Tm,Pos,Original Pts,10/22 Season,11/22 Season,12/27 Season,2/7 Season,3/15 Season,4/18 Season,5/26 Season,8/15 Season,12/24 Season,4/2 Season,12/23 Season,4/1 Season,7/3 Season,2/28 Season,8/18 Season,2/28/25 Season,8/4/25 Season,Upcoming Season,ASG
,Cristian Guzman,MIN,SS,160,130,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,10,10,2
,Todd Hundley (LAD),LAD,C,150,120,100,90,80,70,60,50,40,30,30,20,10,10,10,10,10,10,10,2
,Jose Offerman,BOS,"1B,2B",140,110,90,80,70,60,70,80,70,60,50,40,30,30,20,10,10,10,10,2
,A.J. Pierzynski,MIN,C,130,100,80,70,60,50,40,30,20,10,8,10,10,10,10,10,10,10,10,2
,Tino Martinez,NYY,1B,130,100,80,70,60,50,40,30,30,20,10,10,10,10,10,10,10,10,10,2
,Ramon Martinez,BOS,SP,110,120,130,110,120,100,90,80,70,60,50,40,30,30,20,10,10,10,10,2
,Eddie Guardado,MIN,RP,90,60,40,30,20,30,10,10,20,10,10,10,10,10,10,10,10,10,10,2
,Marquis Grissom,MIL,"CF,LFRF",90,60,40,50,30,40,20,20,10,10,10,10,10,10,10,10,10,10,10,2
,Vinny Castilla,TBD,3B,30,60,40,30,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,2
,A.J. Burnett,FLA,SP,190,160,140,130,140,120,110,100,90,80,70,60,50,40,30,20,10,10,10,1
,Russ Ortiz,SFG,SP,190,160,140,130,120,110,100,90,80,80,70,60,50,40,40,30,20,10,10,1
,Jason Bere,CLE,SP,170,140,120,110,100,90,80,70,60,60,50,40,30,20,10,10,10,10,10,1
,Mike Stanton,NYY,RP,160,130,110,100,90,80,70,60,50,40,30,20,10,10,20,10,10,10,10,1
,Royce Clayton (TEX),TEX,SS,160,130,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,10,10,1
,Todd Jones,DET,RP,160,130,110,100,90,80,70,60,50,50,40,30,20,10,10,10,10,10,10,1
,Marcus Giles,ATL,2B,150,120,100,90,80,70,60,50,40,30,20,10,10,20,10,10,10,10,10,1
,Mark Grudzielanek,LAD,2B,150,120,100,90,80,70,60,50,40,30,30,20,10,10,10,10,10,10,10,1
,Joe Crede,CHW,3B,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,10,10,10,10,1
,Ricky Bones,FLA,RP,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,10,10,10,10,1
,Robert Fick,DET,"1B,C",130,100,80,90,70,60,50,40,30,20,10,10,20,10,10,10,10,10,10,1
,Rolando Arrojo,BOS,SP,130,110,90,80,70,80,60,50,40,30,20,10,10,10,10,10,10,10,10,1
,Ron Coomer,MIN,1B,130,100,80,70,60,70,50,40,30,20,10,10,10,10,10,10,10,10,10,1
,Shigetoshi Hasegawa,ANA,RP,130,100,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,10,10,10,1
,Byung-Hyun Kim,ARI,RP,110,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,1
,Milton Bradley,MON,"CF,LFRF",110,80,60,70,50,40,30,30,20,20,10,10,10,10,10,10,10,10,10,1
,Ramon Hernandez,OAK,C,110,80,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,10,10,1
,Tony Womack,ARI,SS,110,80,90,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,1
,Jack Wilson,PIT,SS,100,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,1
,Paul Quantrill,TOR,RP,100,70,50,40,30,20,10,8,6,4,2,10,10,10,10,10,10,10,10,1
,Scott Brosius,NYY,3B,100,70,50,40,30,20,10,8,6,4,2,10,10,10,10,10,10,10,10,1
,Wally Joyner,ATL,1B,100,70,80,60,50,60,40,30,30,40,30,20,20,10,10,10,10,10,10,1
,Mark Wohlers,CIN,RP,90,70,50,40,30,20,30,20,20,10,10,10,10,10,10,10,10,10,10,1
,Joe Girardi,CHC,C,80,50,60,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,10,1
,Mickey Morandini,TOR,2B,80,50,60,40,30,40,20,10,10,10,10,10,10,10,10,10,10,10,10,1
,Ricky Bottalico,KCR,RP,80,50,30,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,1
,Dan Wilson,SEA,C,70,40,20,30,40,20,30,40,30,20,10,10,10,10,10,10,10,10,10,1
,Mike Morgan,ARI,RP,70,40,20,10,10,8,20,10,10,10,10,10,10,10,10,10,10,10,10,1
,Jose Lima,HOU,SP,30,30,40,50,30,40,20,10,10,10,10,10,10,10,10,10,10,10,10,1
,Alex Gonzalez,FLA,SS,10,40,50,30,40,20,30,20,10,10,10,10,10,10,10,10,10,10,10,1
,Jeff Brantley,PHI,RP,10,40,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1
,Jeff Zimmerman,TEX,RP,10,40,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1
,Chris Woodward,TOR,"2B,SS",200,170,150,140,130,120,110,100,90,80,70,70,60,50,40,30,20,10,10,0
,Derek Bell (PIT),PIT,LFRF,200,170,150,140,130,120,110,100,90,90,80,70,60,50,40,30,20,10,10,0
,Lou Pote,ANA,RP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,20,10,10,0
,Todd Hollandsworth,COL,"CF,LFRF",200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,20,10,10,0
,Doug Mientkiewicz,MIN,1B,190,160,140,130,120,130,110,100,90,80,70,60,50,40,30,20,10,10,10,0
,Francisco Cordova,PIT,SP,190,160,140,130,120,110,100,90,80,70,60,50,40,30,30,20,10,10,10,0
,Randy Velarde (OAK),OAK,2B,190,160,140,130,120,110,100,90,80,70,70,60,50,40,30,20,10,10,10,0
,Todd Zeile,NYM,1B,190,160,140,130,120,110,100,90,80,70,60,50,40,40,30,20,10,10,10,0
,Juan Encarnacion,DET,"CF,LFRF",180,150,130,120,110,100,90,80,70,60,50,40,30,30,20,10,10,10,10,0
,Lee Stevens,MON,1B,180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,0
,Mark Petkovsek,ANA,RP,180,150,130,120,110,100,90,80,70,60,50,50,40,40,30,20,10,10,10,0
,Mike Venafro,TEX,RP,180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,0
,Adam Piatt,OAK,LFRF,170,140,120,110,100,90,80,70,60,50,40,40,30,20,20,10,10,10,10,0
,Bill Mueller (CHC),CHC,3B,170,140,120,110,100,90,80,70,60,50,40,30,30,20,20,10,10,10,10,0
,Bill Mueller (SFG),SFG,3B,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,10,10,0
,Braden Looper,FLA,RP,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,10,10,10,10,0
,Desi Relaford,SDP,SS,170,140,150,130,120,110,100,90,80,70,60,60,50,40,30,20,10,10,10,0
,Mark McLemore,SEA,2B,170,140,120,110,120,100,110,100,90,80,70,60,50,40,30,20,10,10,10,0
,Tim Crabtree,TEX,RP,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,10,10,0
,Chad Curtis,TEX,LFRF,160,130,110,100,90,80,70,70,80,70,60,50,40,30,20,10,10,10,10,0
,Chris Singleton,CHW,"CF,LFRF",160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,10,10,10,10,0
,Henry Blanco,MIL,C,160,150,130,120,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,0
,Mike Darr,SDP,"CF,LFRF",160,130,110,120,100,90,80,70,60,50,40,30,20,10,10,20,10,10,10,0
,Scott Sullivan,CIN,RP,160,130,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,10,10,0
,Todd Van Poppel,CHC,RP,160,130,110,100,90,80,70,60,50,40,30,20,20,10,10,10,10,10,10,0
,Craig Counsell,ARI,"2B,3B,SS",150,120,100,90,80,70,60,60,50,40,30,20,20,10,10,10,10,10,10,0
,Danny Bautista,ARI,LFRF,150,120,100,90,80,70,60,50,40,30,20,20,10,10,10,10,10,10,10,0
,Masato Yoshii,COL,SP,150,120,100,90,80,70,60,50,40,30,30,40,30,20,10,10,10,10,10,0
,Mike Holtz,ANA,RP,150,120,100,90,80,70,60,50,40,30,20,10,8,10,20,10,10,10,10,0
,Timoniel Perez,NYM,LFRF,150,130,140,120,110,100,90,80,70,60,50,40,30,20,10,10,10,10,10,0
,Travis Lee,PHI,"1B,LFRF",150,120,100,90,80,90,70,60,60,50,40,30,30,20,10,10,10,10,10,0
,Antonio Alfonseca,FLA,RP,140,110,90,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,0
,Ben Molina,ANA,C,140,110,90,80,70,60,50,40,30,20,10,8,6,4,10,10,10,10,10,0
,Doug Glanville,PHI,"CF,LFRF",140,120,100,90,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,0
,Justin Speier,CLE,RP,140,110,90,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,0
,Kevin Young,PIT,1B,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,10,10,0
,Mark Guthrie (OAK),OAK,RP,140,110,90,80,70,60,50,40,30,20,10,8,6,4,10,10,10,10,10,0
,Ricky Ledee,TEX,LFRF,140,110,90,80,70,60,50,40,30,20,10,10,20,10,10,10,10,10,10,0
,Ruben Rivera,SDP,"CF,LFRF",140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,10,10,10,0
,Scott Elarton,HOU,SP,140,110,90,80,70,60,50,50,40,30,30,20,10,10,10,10,10,10,10,0
,Alex S. Gonzalez,TOR,SS,130,100,80,70,60,50,40,30,20,10,8,6,4,2,0,10,10,10,10,0
,Anthony Telford,MON,RP,130,100,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,10,10,0
,Benji Gil,ANA,SS,130,120,130,110,100,90,80,70,60,50,40,30,30,20,10,10,10,10,10,0
,Brent Mayne,COL,C,130,100,80,70,60,50,40,40,30,20,20,30,20,10,10,10,10,10,10,0
,Calvin Murray,SFG,"CF,LFRF",130,120,100,90,80,70,80,70,60,60,50,40,30,20,10,10,10,10,10,0
,Chris Richard,BAL,1B,130,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,0
,Cliff Politte,PHI,SP,130,150,130,120,110,100,90,90,80,70,60,50,40,30,30,20,10,10,10,0
,Deivi Cruz,DET,SS,130,100,80,70,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,0
,Doug Henry,SFG,RP,130,100,80,70,60,50,40,30,20,10,8,6,4,2,0,10,10,10,10,0
,John Rocker,ATL,RP,130,100,80,70,80,60,50,40,30,20,10,10,10,10,10,10,10,10,10,0
,Matt Anderson,DET,RP,130,100,80,70,60,50,40,30,20,10,8,6,4,10,10,10,10,10,10,0
,Matt Stairs,OAK,LFRF,130,100,80,70,60,50,40,30,30,20,10,10,10,10,10,10,10,10,10,0
,Mike Mordecai,MON,3B,130,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,0
,Pedro Feliz,SFG,3B,130,100,80,70,60,50,40,30,20,10,8,6,4,10,10,10,10,10,10,0
,Rey Sanchez,KCR,SS,130,110,90,80,90,70,60,50,40,30,20,10,10,10,10,10,10,10,10,0
,Tsuyoshi Shinjo,NYM,"CF,LFRF",130,100,80,70,60,50,40,30,20,10,8,10,10,10,10,10,10,10,10,0
,Craig Paquette,STL,"3B,LFRF",120,90,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,10,10,10,0
,Jason Grimsley,NYY,RP,120,90,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Marlon Anderson,PHI,2B,120,90,70,60,50,40,30,20,20,10,10,20,10,10,10,10,10,10,10,0
,Orlando Cabrera,MON,SS,120,90,70,60,50,40,30,20,10,8,6,4,2,0,-2,10,10,10,10,0
,Roosevelt Brown,CHC,LFRF,120,90,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,0
,Ryan Kohlmeier,BAL,RP,120,90,70,60,50,40,30,20,10,8,6,4,2,10,10,10,10,10,10,0
,Steve Kline (MON),MON,RP,120,90,70,60,50,40,30,20,10,8,6,4,2,10,10,10,10,10,10,0
,Warren Morris,PIT,2B,120,90,70,60,70,80,60,50,40,30,20,10,10,10,10,10,10,10,10,0
,Wayne Gomes,PHI,RP,120,90,70,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,10,0
,Adam Kennedy,ANA,2B,110,80,60,50,40,50,30,20,10,10,20,10,10,10,10,10,10,10,10,0
,Ben Davis,SDP,C,110,80,60,50,40,30,20,10,8,6,4,2,0,-2,10,10,10,10,10,0
,Butch Huskey,COL,DH,110,100,80,90,70,80,60,60,50,40,30,20,20,10,10,10,10,10,10,0
,Dave Martinez,ATL,"LFRF,1B",110,110,90,80,70,80,60,60,70,60,50,40,30,20,10,10,10,10,10,0
,Gary Bennett,PHI,C,110,80,60,50,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Homer Bush,TOR,2B,110,100,80,90,70,60,50,40,30,20,10,10,20,10,10,10,10,10,10,0
,Jay Powell,HOU,RP,110,80,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,10,10,0
,Lance Painter,TOR,RP,110,80,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,10,10,0
,Luis Rivas,MIN,2B,110,80,60,70,50,60,40,30,20,20,10,10,10,10,10,10,10,10,10,0
,Matt LeCroy,MIN,C,110,80,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,10,10,0
,Mike Benjamin,PIT,"2B,3B,SS",110,80,60,70,50,40,30,20,10,10,20,10,10,10,10,10,10,10,10,0
,Mike Matheny,STL,C,110,100,80,70,60,50,40,30,20,10,10,10,10,10,10,10,10,10,10,0
,Steve Kline (STL),STL,RP,110,80,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,10,10,0
,Troy O'Leary,BOS,LFRF,110,80,60,50,60,40,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Willie Greene,CHC,3B,110,80,60,50,40,30,20,10,8,10,20,10,10,10,10,10,10,10,10,0
,Aaron Fultz,SFG,RP,100,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Ben Weber,ANA,RP,100,70,50,40,30,20,10,8,6,4,2,0,10,10,10,10,10,10,10,0
,Corey Patterson,CHC,"CF,LFRF",100,80,60,50,40,30,20,20,10,10,20,30,20,10,10,10,10,10,10,0
,Damon Buford,CHC,"CF,LFRF",100,70,50,40,30,40,20,10,10,20,10,10,10,10,10,10,10,10,10,0
,Darren Lewis,BOS,"CF,LFRF",100,70,50,40,50,30,40,30,20,10,10,10,10,10,10,10,10,10,10,0
,Dee Brown,KCR,LFRF,100,70,50,40,50,30,20,20,10,10,10,10,10,10,10,10,10,10,10,0
,Doug Mirabelli,SFG,C,100,70,50,40,30,40,20,10,10,10,10,10,10,10,10,10,10,10,10,0
,Eddie Taubensee,CIN,C,100,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,John Riedling,CIN,RP,100,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Mark L. Johnson,CHW,C,100,100,80,70,60,70,50,40,30,20,10,10,10,10,10,10,10,10,10,0
,Mike Trombley,BAL,RP,100,70,50,40,50,30,20,20,30,20,10,10,10,10,10,10,10,10,10,0
,Pat Meares,PIT,SS,100,70,50,40,30,20,10,8,6,10,10,10,10,10,10,10,10,10,10,0
,Rico Brogna,ATL,1B,100,70,50,40,50,30,40,30,20,20,10,10,10,10,10,10,10,10,10,0
,Travis Miller,MIN,RP,100,80,60,50,40,30,20,20,10,10,10,10,10,10,10,10,10,10,10,0
,Valerio de los Santos,MIL,RP,100,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Bill Simas,CHW,RP,90,60,40,30,20,10,8,10,10,10,10,10,10,10,10,10,10,10,10,0
,Carlos Febles,KCR,2B,90,70,50,60,40,50,30,20,20,10,10,20,10,10,10,10,10,10,10,0
,Charlie Hayes,MIL,"1B,3B",90,60,70,50,40,30,40,30,20,10,10,10,10,10,10,10,10,10,10,0
,D'Angelo Jimenez,NYY,"2B,SS",90,60,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Felix Martinez,TBD,SS,90,60,70,80,60,50,40,30,30,20,10,10,10,10,10,10,10,10,10,0
,Juan Acevedo,MIL,RP,90,60,40,30,20,10,8,6,10,10,10,10,10,10,10,10,10,10,10,0
,Miguel Cairo,TBD,2B,90,70,80,60,50,40,50,40,30,20,10,10,10,10,10,10,10,10,10,0
,Russ Johnson,TBD,"2B,3B",90,60,40,50,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Shane Halter,DET,"1B,3B",90,60,40,50,30,20,10,10,20,10,10,10,10,10,10,10,10,10,10,0
,Alan Embree,SFG,RP,80,50,30,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Jason LaRue,CIN,C,80,70,50,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Jose Vizcaino,NYY,2B,80,50,30,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,10,0
,Dennys Reyes,CIN,RP,70,40,20,30,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,John Flaherty,TBD,C,70,40,50,30,40,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Keith Lockhart,ATL,2B,70,40,50,30,40,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Peter Bergeron,MON,"CF,LFRF",70,40,50,30,40,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,C.J. Nitkowski,DET,RP,60,30,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Lenny Harris,NYM,DH,60,90,70,60,50,40,50,40,30,30,20,10,10,10,10,10,10,10,10,0
,Mark Smith,FLA,LFRF,60,30,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Michael Barrett,MON,"3B,C",60,30,40,50,30,20,10,10,20,10,10,10,10,10,10,10,10,10,10,0
,Mike Lamb,TEX,3B,60,50,60,40,30,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Onan Masaoka,LAD,RP,60,30,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Wes Helms,ATL,"1B,3B",60,30,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Wilton Guerrero,MON,LFRF,60,80,60,50,60,40,30,20,10,10,20,10,10,10,10,10,10,10,10,0
,Alex Cora,LAD,SS,50,60,40,30,40,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Jeff Reed,CHC,C,50,50,60,40,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Jose Silva,PIT,RP,50,20,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Kelly Stinnett,ARI,C,50,60,40,30,40,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Wiki Gonzalez,SDP,C,50,50,30,40,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Carlos Almanzar,SDP,RP,40,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Esteban Yan,TBD,RP,40,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Felipe Lira,MON,RP,40,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Jose Cabrera,HOU,RP,40,10,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Mike Lansing,BOS,2B,40,70,50,40,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Mike Redmond,FLA,C,30,60,40,30,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Octavio Dotel (RP),HOU,RP,30,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Rob Ducey,PHI,DH,30,60,40,30,40,20,30,20,10,10,10,10,10,10,10,10,10,10,10,0
,Kevin Sefcik,PHI,"CF,LFRF",20,50,60,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,10,0
,Scott Sauerbeck,PIT,RP,20,50,30,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Terry Jones,MON,"CF,LFRF",20,50,30,40,20,30,10,10,20,10,10,10,10,10,10,10,10,10,10,0
,Tim Bogar,HOU,SS,20,50,30,40,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Craig House,COL,RP,10,40,20,10,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,0
,Doug Creek,TBD,RP,10,40,20,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Kevin Jordan,PHI,"2B,3B",10,40,50,30,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Nelson Cruz,HOU,RP,10,40,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Rey Ordonez,NYM,SS,10,40,50,30,40,20,10,10,10,10,10,10,10,10,10,10,10,10,10,0
,Ron Villone,CIN,SP,10,40,50,30,40,50,30,20,10,10,10,10,10,10,10,10,10,10,10,0
NYS,Mark Guthrie (TOR),TOR,RP,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,10,0
,Pat Hentgen,STL,SP,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,3
,Al Levine,ANA,RP,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0
,Al Martin,SEA,LFRF,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0
,Chris Holt (HOU),HOU,SP,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0
,Dave McCarty,KCR,1B,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0
,Jay Witasick,SDP,SP,210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0
,Terrence Long,OAK,"CF,LFRF",210,180,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0
,Rich Aurilia,SFG,SS,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,1
,Armando Rios,SFG,LFRF,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Aubrey Huff,TBD,3B,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Blake Stein,KCR,SP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Daryle Ward,HOU,"1B,LFRF",200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Derek Bell (NYM),NYM,LFRF,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Jeremy Giambi,OAK,LFRF,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Omar Daal,PHI,SP,200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Terry Shumpert,COL,"2B,3B,LFRF",200,170,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,0,0
,Carlos Beltran,KCR,"CF,LFRF",190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,9
,Henry Rodriguez,FLA,LFRF,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,1
,Shane Reynolds,HOU,SP,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,1
,Wil Cordero,CLE,LFRF,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,1
,Bobby Estalella,SFG,C,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Brook Fordyce,BAL,C,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Bubba Trammell (SDP),SDP,LFRF,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Dustin Hermanson (STL),STL,SP,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Eric Karros,LAD,1B,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Fernando Seguignol,MON,"1B,LFRF",190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Luis Alicea,TEX,2B,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Ryan Christenson,OAK,LFRF,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Tanyon Sturtze,TBD,RP,190,160,140,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,0,0
,Brian Jordan,ATL,LFRF,180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,0,1
,Julio Zuleta,CHC,1B,180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,0,0
,Luis Lopez,MIL,"2B,SS",180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,0,0
,Luis Sojo,NYY,"2B,3B",180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,0,0
,Russ Davis,SFG,3B,180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,0,0
,Todd Ritchie,PIT,SP,180,150,130,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,0,0
,Jeff Shaw,LAD,RP,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,2
,Brett Tomko,SEA,RP,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,0
,Bubba Trammell (NYM),NYM,LFRF,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,0
,Jacque Jones,MIN,LFRF,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,0
,Pedro Astacio,COL,SP,170,140,120,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,0
,Bret Boone,SDP,2B,160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-10,3
,Andy Benes,STL,SP,160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-10,1
,Randy Wolf,PHI,SP,160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-10,1
,Gerald Williams,TBD,"CF,LFRF",160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-10,0
,Jesus Sanchez,FLA,SP,160,130,110,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-10,0
,Carlos Guillen,SEA,"3B,SS",150,120,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-10,3
,Royce Clayton (CHW),CHW,SS,150,120,100,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-10,1
,Mike Williams,PIT,RP,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,-10,2
,David Bell,SEA,"2B,3B",140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,-10,0
,Enrique Wilson,PIT,"3B,SS",140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,-10,0
,Jay Canizaro,MIN,2B,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,-10,0
,Jose Hernandez,MIL,"3B,SS",140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,-10,0
,Mike Timlin,STL,RP,140,110,90,80,70,60,50,40,30,20,10,8,6,4,2,0,-2,-4,-10,0